  2544.076   3.62215e-10   7.46385e-12 
  2573.238   3.50514e-10   7.29786e-12 
  2602.436   3.60245e-10   7.43644e-12 
  2631.661   3.51528e-10   7.40927e-12 
  2660.848   3.43844e-10   7.19471e-12 
  2690.048   3.48933e-10   7.43918e-12 
  2719.255   3.48483e-10   7.39792e-12 
  2748.464   3.46154e-10   7.37465e-12 
  2777.666     3.431e-10   7.81931e-12 
  2806.855   3.49784e-10   7.61889e-12 
  2836.025   3.45034e-10   7.69594e-12 
  2865.233   3.41921e-10   7.69417e-12 
  2894.476   3.30666e-10   7.55505e-12 
  2923.681   3.35734e-10   7.70599e-12 
  2952.841   3.34065e-10   7.87119e-12 
  2982.016   3.36657e-10    7.7924e-12 
  3011.272   3.47248e-10   7.64391e-12 
  3040.465   3.33524e-10   8.00486e-12 
  3069.658   3.43728e-10   7.94107e-12 
  3098.846   3.15155e-10    8.1794e-12 
  3128.023   3.37102e-10   8.15197e-12 
  3157.257   3.40717e-10   8.28479e-12 
  3186.471   3.43957e-10   8.05941e-12 
  3217.511   3.35108e-10   7.44595e-12 
  3250.349   3.32208e-10    7.5066e-12 
  3283.145   3.25251e-10   7.72521e-12 
  3316.042   3.27542e-10   7.70229e-12 
  3350.734   3.23381e-10   7.26384e-12 
  3388.988   3.13183e-10   6.97839e-12 
  3429.178    3.2336e-10   6.84408e-12 
  3471.123   3.07946e-10    6.7809e-12 
  3514.957   3.31784e-10   6.79001e-12 
  3558.771   3.19094e-10   6.56218e-12 
  3602.550   3.12805e-10   6.69263e-12 
  3646.364   3.10607e-10   6.88102e-12 
  3690.116   2.99385e-10   6.74985e-12 
  3733.963   3.06253e-10   6.96574e-12 
  3777.722   3.03287e-10   7.03414e-12 
  3821.554   2.87908e-10   7.16531e-12 
  3865.360   2.98232e-10   7.08577e-12 
  3909.129   3.14904e-10   7.03225e-12 
  3952.938   3.10727e-10    7.3761e-12 
  3996.778    2.9517e-10   7.02104e-12 
  4040.545   2.87762e-10   7.16382e-12 
  4084.322   2.91769e-10   7.27202e-12 
  4128.193   2.87618e-10   7.28532e-12 
  4171.959   2.88927e-10    7.5429e-12 
  4221.240   2.78351e-10   6.58095e-12 
  4274.152   2.84775e-10   7.10942e-12 
  4327.031   2.81292e-10   6.74008e-12 
  4383.692   2.75901e-10    6.6424e-12 
  4442.015   2.85914e-10   6.59164e-12 
  4498.627   2.81353e-10   7.01232e-12 
  4555.227   2.69548e-10   6.84653e-12 
  4613.601   2.78867e-10   6.99699e-12 
  4671.970   2.72354e-10   6.84866e-12 
  4730.423   2.75209e-10    6.8907e-12 
  4790.601   2.67521e-10   6.82077e-12 
  4854.450   2.77305e-10   6.54851e-12 
  4923.795   2.56017e-10    6.3177e-12 
  4996.892   2.62909e-10   6.61456e-12 
  5069.907   2.59055e-10    6.3551e-12 
  5142.804   2.59322e-10   6.65701e-12 
  5215.909   2.71326e-10   6.87848e-12 
  5290.662   2.54689e-10   6.79219e-12 
  5369.205   2.58465e-10   6.62438e-12 
  5453.057   2.56905e-10   6.44211e-12 
  5540.641   2.51142e-10   6.39733e-12 
  5628.336   2.49633e-10   6.79802e-12 
  5719.525   2.52166e-10   6.92126e-12 
  5816.209   2.37788e-10   7.10457e-12 
  5914.799   2.39627e-10   7.23092e-12 
  6020.742   2.34863e-10   6.64522e-12 
  6135.642   2.35294e-10   6.41764e-12 
  6256.047   2.31305e-10   6.64655e-12 
  6380.137   2.31721e-10   7.39744e-12 
  6511.634   2.28258e-10   7.02937e-12 
  6648.444   2.19072e-10   8.25373e-12 
  6800.017   2.15656e-10   6.88725e-12 
  6975.093   2.19117e-10   6.70608e-12 
  7174.143   2.05622e-10   6.44148e-12 
  7376.664   2.23509e-10   9.24634e-12 
  7571.989   2.03084e-10   1.07492e-11 
  7825.642   2.12021e-10    7.3551e-12 
  8174.101    1.9975e-10   7.66732e-12 
  8650.476   1.82529e-10   7.66169e-12 
  9313.009   1.78858e-10    9.9122e-12 
 10287.504   1.85201e-10   1.35795e-11 
 11241.907   1.28152e-10   3.75389e-11 
